user,Welches Geschlecht haben Sie?,Wurden Sie in Deutschland geboren?,Wurde Ihre Mutter in Deutschland geboren?,Wurde Ihr Vater in Deutschland geboren?,"Hier ist eine Liste mit Klassen des monatlichen Haushaltseinkommens. Bitte geben Sie an, in welcher Klasse sich Ihr Haushalt befindet, wenn Sie das monatliche Nettoeinkommen aller Haushaltsmitglieder zusammenzählen: Löhne, Renten und andere Einkommen nach allen Abzügen für Steuern und Sozialversicherungen.","Was ist der höchste allgemeinbildende Schulabschluss, den Sie erreicht haben?","Was ist der höchste Studienabschluss, den Sie erreicht haben?","Was ist der höchste berufliche Ausbildungsabschluss, den Sie erreicht haben?","Sind Sie zurzeit berufstätig oder nicht? Bitte wählen Sie von dieser Liste das aus, was auf Sie zutrifft.",Welchen Familienstand haben Sie?,Welcher Religionsgemeinschaft gehören Sie an?,Welcher dieser Berufsgruppen ordnen Sie sich primär zu?,Was ist Ihre Postleitzahl? ,Wie alt sind Sie? 
IDDE102451,männlich,Ja,Ja,Ja,über 3560 bis 4250 €,Volks-/Hauptschulabschluss bzw. Polytechnische Oberschule mit Abschluss 8. oder 9. Klasse,Kein Studienabschluss,Abgeschlossene gewerbliche oder landwirtschaftliche Lehre,30 Stunden in der Woche oder mehr,Verheiratet,keine Antwort,"Angelernte Arbeitskräfte in technischen und handwerklichen Berufen wie: Busfahrer, Möbelmonteur, Pförtner, Lagerarbeiter",86529,33
IDDE102452,weiblich,Ja,Ja,Ja,über 1800 bis 2200 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,keine Antwort,Abgeschlossene gewerbliche oder landwirtschaftliche Lehre,30 Stunden in der Woche oder mehr,Geschieden,Der evangelischen Kirche (ohne Freikirchen),"Höhere Verwaltungs- und Managementberufe wie: Bänker, Führungskraft im Großunternehmen, hoher Regierungsbeamter",95030,59
IDDE102453,weiblich,Ja,Ja,Ja,über 1800 bis 2200 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Abgeschlossene kaufmännische Lehre,Weniger als 30 Stunden in der Woche,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",keine Antwort,"weitere Dienstleistungsberufe wie: Friseur, Servicekraft",60322,32
IDDE102454,weiblich,Ja,Ja,Ja,bis 1100 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Anderer Studienabschluss,"Abschlusszeugnis Berufsgrundbildungsjahr, Berufsfachschule (Berufliche Grundkenntnisse), medizinische Hilfsberufe (1-jährige Schulen des Gesundheitswesens)",Weniger als 30 Stunden in der Woche,keine Antwort,Unknown,"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",88348,52
IDDE102455,weiblich,Ja,Ja,Ja,über 2200 bis 2600 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Abgeschlossene gewerbliche oder landwirtschaftliche Lehre,30 Stunden in der Woche oder mehr,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",Der evangelischen Kirche (ohne Freikirchen),"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",71336,37
IDDE102456,weiblich,Ja,Ja,Nein,über 1800 bis 2200 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),Kein Studienabschluss,Kein Ausbildungsabschluss,"Schüler, Student, in Ausbildung","Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",Der römisch-katholischen Kirche,Studierende,53119,20
IDDE102457,männlich,Ja,Ja,Ja,über 3000 bis 3560 €,Volks-/Hauptschulabschluss bzw. Polytechnische Oberschule mit Abschluss 8. oder 9. Klasse,Weiß nicht,Abgeschlossene gewerbliche oder landwirtschaftliche Lehre,Weniger als 30 Stunden in der Woche,Verheiratet,Der römisch-katholischen Kirche,"Ausgebildete Arbeitskräfte in technischen und handwerklichen Berufen wie: KFZ-Mechaniker, Elektriker, Maler, Bäcker, Zimmerer",49393,43
IDDE102458,weiblich,Ja,Ja,Ja,über 3000 bis 3560 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,"Abschlusszeugnis für medizinische Assistenten, Krankenschwestern/ -pfleger (2- bis 3- jährige Schulen des Gesundheitswesens)",30 Stunden in der Woche oder mehr,keine Antwort,keine Antwort,Dienstleistungsberufe in der medizinischen und Alterspflege,29413,43
IDDE102459,männlich,Ja,Ja,Ja,über 2200 bis 2600 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Abgeschlossene kaufmännische Lehre,30 Stunden in der Woche oder mehr,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",keine Antwort,"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",6132,49
IDDE102460,männlich,Ja,Ja,Ja,bis 1100 €,Volks-/Hauptschulabschluss bzw. Polytechnische Oberschule mit Abschluss 8. oder 9. Klasse,Kein Studienabschluss,Kein Ausbildungsabschluss,Dauerhaft arbeitsunfähig wegen einer Behinderung,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",Der römisch-katholischen Kirche,weiss nicht,75172,45
IDDE102461,männlich,Ja,Ja,Ja,über 3000 bis 3560 €,Volks-/Hauptschulabschluss bzw. Polytechnische Oberschule mit Abschluss 8. oder 9. Klasse,Kein Studienabschluss,Abgeschlossene gewerbliche oder landwirtschaftliche Lehre,30 Stunden in der Woche oder mehr,Verheiratet,Der römisch-katholischen Kirche,"Verkaufs- und Vertriebsberufe wie:Verkaufsleiter, Ladenbesitzer, Verkäufer, Versicherungsvertreter, Einkäufer",86556,38
IDDE102462,weiblich,Ja,Ja,Ja,bis 1100 €,Fachhochschulreife (Abschluss einer Fachoberschule etc.),Kein Studienabschluss,Berufsqualifizierender Abschluss einer Berufsfachschule/eines Kollegs,30 Stunden in der Woche oder mehr,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",keine Antwort,keine Antwort,38444,26
IDDE102463,weiblich,Ja,Ja,Ja,über 2200 bis 2600 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),Kein Studienabschluss,Abgeschlossene kaufmännische Lehre,30 Stunden in der Woche oder mehr,Verheiratet,Dem Islam,"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",12305,55
IDDE102464,weiblich,Ja,Ja,Ja,über 4250 bis 5250 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),Bachelor einer Verwaltungs-/Fachhochschule,Kein Ausbildungsabschluss,30 Stunden in der Woche oder mehr,Verheiratet,Der evangelischen Kirche (ohne Freikirchen),"Freie, akademische und technische Berufe wie: Arzt, Lehrer, Ingenieur, Künstler",31515,26
IDDE102465,männlich,Ja,Ja,Ja,über 4250 bis 5250 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),"Diplom, Magister, Staatsexamen einer Universität, Kunst-, Musik- oder pädagogischen Hochschule",Anderer beruflicher Ausbildungsabschluss,30 Stunden in der Woche oder mehr,Verheiratet,Der evangelischen Kirche (ohne Freikirchen),"Freie, akademische und technische Berufe wie: Arzt, Lehrer, Ingenieur, Künstler",70597,52
IDDE102466,männlich,Ja,Ja,Ja,über 1500 bis 1800 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Abgeschlossene gewerbliche oder landwirtschaftliche Lehre,30 Stunden in der Woche oder mehr,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",keine Antwort,"Ausgebildete Arbeitskräfte in technischen und handwerklichen Berufen wie: KFZ-Mechaniker, Elektriker, Maler, Bäcker, Zimmerer",6122,41
IDDE102467,männlich,Ja,Ja,Ja,bis 1100 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Abgeschlossene kaufmännische Lehre,"Rentner, Ruhestand",Geschieden,Der evangelischen Kirche (ohne Freikirchen),"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",58239,68
IDDE102468,weiblich,Ja,Ja,Ja,über 2600 bis 3000 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Diplom einer Verwaltungs-/Fachhochschule,Anderer beruflicher Ausbildungsabschluss,30 Stunden in der Woche oder mehr,Vom Partner / von der Partnerin in Trennung lebend,keine Antwort,"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",50933,45
IDDE102469,weiblich,Ja,Ja,Ja,über 2600 bis 3000 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,keine Antwort,keine Antwort,Selbstständig,Verheiratet,keine Antwort,keine Antwort,14552,43
IDDE102470,männlich,Ja,Ja,Ja,über 3000 bis 3560 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,keine Antwort,Meister-/Techniker- oder gleichwertiger Fachschulabschluss (inkl. Fachschule der ehemaligen DDR); Abschluss einer Fachakademie (Bayern),30 Stunden in der Woche oder mehr,Verheiratet,Der römisch-katholischen Kirche,"Ausgebildete Arbeitskräfte in technischen und handwerklichen Berufen wie: KFZ-Mechaniker, Elektriker, Maler, Bäcker, Zimmerer",96450,62
IDDE102471,weiblich,Ja,Ja,Ja,über 3000 bis 3560 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),"Bachelor einer Universität, Kunst-, Musik- oder pädagogischen Hochschule",Meister-/Techniker- oder gleichwertiger Fachschulabschluss (inkl. Fachschule der ehemaligen DDR); Abschluss einer Fachakademie (Bayern),30 Stunden in der Woche oder mehr,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",Unknown,"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",12679,39
IDDE102472,männlich,Ja,Ja,Ja,über 1100 bis 1500 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),"Zwischenprüfung, Vordiplom",keine Antwort,Dauerhaft arbeitsunfähig wegen einer Behinderung,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",keine Antwort,keine Antwort,51143,58
IDDE102473,weiblich,Ja,Ja,Ja,über 1800 bis 2200 €,"Grundschule beendet, aber (noch) kein Abschluss einer weiterführenden Schule",keine Antwort,keine Antwort,keine Antwort,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",Der römisch-katholischen Kirche,keine Antwort,33181,18
IDDE102474,weiblich,Ja,Ja,Ja,über 2200 bis 2600 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,"Beruflich-betriebliche Anlernzeit mit Abschlusszeugnis, aber keine Lehre; Teilfacharbeiterabschluss",Weniger als 30 Stunden in der Woche,Verheiratet,Der römisch-katholischen Kirche,"Verkaufs- und Vertriebsberufe wie:Verkaufsleiter, Ladenbesitzer, Verkäufer, Versicherungsvertreter, Einkäufer",31618,60
IDDE102475,männlich,Ja,Ja,Ja,über 2200 bis 2600 €,Fachhochschulreife (Abschluss einer Fachoberschule etc.),"Bachelor einer Universität, Kunst-, Musik- oder pädagogischen Hochschule",Meister-/Techniker- oder gleichwertiger Fachschulabschluss (inkl. Fachschule der ehemaligen DDR); Abschluss einer Fachakademie (Bayern),30 Stunden in der Woche oder mehr,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",Der römisch-katholischen Kirche,"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",76437,29
IDDE102476,männlich,Ja,Ja,Ja,über 2200 bis 2600 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),Bachelor einer Berufsakademie,"Abschlusszeugnis Berufsgrundbildungsjahr, Berufsfachschule (Berufliche Grundkenntnisse), medizinische Hilfsberufe (1-jährige Schulen des Gesundheitswesens)",30 Stunden in der Woche oder mehr,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",keine Antwort,"Verkaufs- und Vertriebsberufe wie:Verkaufsleiter, Ladenbesitzer, Verkäufer, Versicherungsvertreter, Einkäufer",90480,28
IDDE102477,männlich,Ja,Ja,Ja,über 2200 bis 2600 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,"Abschlusszeugnis Berufsgrundbildungsjahr, Berufsfachschule (Berufliche Grundkenntnisse), medizinische Hilfsberufe (1-jährige Schulen des Gesundheitswesens)","Rentner, Ruhestand",Verheiratet,keine Antwort,keine Antwort,97789,50
IDDE102478,männlich,Ja,Ja,Ja,über 2200 bis 2600 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Anderer beruflicher Ausbildungsabschluss,30 Stunden in der Woche oder mehr,Verheiratet,keine Antwort,"Ausgebildete Arbeitskräfte in technischen und handwerklichen Berufen wie: KFZ-Mechaniker, Elektriker, Maler, Bäcker, Zimmerer",32469,38
IDDE102479,männlich,Ja,Ja,Ja,über 3560 bis 4250 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Meister-/Techniker- oder gleichwertiger Fachschulabschluss (inkl. Fachschule der ehemaligen DDR); Abschluss einer Fachakademie (Bayern),30 Stunden in der Woche oder mehr,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",Der römisch-katholischen Kirche,"Ausgebildete Arbeitskräfte in technischen und handwerklichen Berufen wie: KFZ-Mechaniker, Elektriker, Maler, Bäcker, Zimmerer",52249,29
IDDE102480,männlich,Ja,Ja,Ja,über 2200 bis 2600 €,Volks-/Hauptschulabschluss bzw. Polytechnische Oberschule mit Abschluss 8. oder 9. Klasse,Kein Studienabschluss,Abgeschlossene gewerbliche oder landwirtschaftliche Lehre,30 Stunden in der Woche oder mehr,Verheiratet,keine Antwort,weiss nicht,99192,40
IDDE102481,weiblich,Ja,Ja,Ja,über 2600 bis 3000 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Abgeschlossene kaufmännische Lehre,"Rentner, Ruhestand",Verheiratet,keine Antwort,keine Antwort,99834,61
IDDE102482,weiblich,Ja,Ja,Ja,bis 1100 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Berufsqualifizierender Abschluss einer Berufsfachschule/eines Kollegs,Dauerhaft arbeitsunfähig wegen einer Behinderung,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",keine Antwort,"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",59348,56
IDDE102483,weiblich,Ja,Ja,Ja,über 1800 bis 2200 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),Kein Studienabschluss,Anderer beruflicher Ausbildungsabschluss,"Schüler, Student, in Ausbildung","Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",keine Antwort,Studierende,61191,27
IDDE102484,männlich,Ja,Ja,Ja,über 2200 bis 2600 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Master einer Berufsakademie,Meister-/Techniker- oder gleichwertiger Fachschulabschluss (inkl. Fachschule der ehemaligen DDR); Abschluss einer Fachakademie (Bayern),30 Stunden in der Woche oder mehr,Verheiratet,keine Antwort,"Ausgebildete Arbeitskräfte in technischen und handwerklichen Berufen wie: KFZ-Mechaniker, Elektriker, Maler, Bäcker, Zimmerer",44225,52
IDDE102485,weiblich,Ja,Ja,Ja,über 1100 bis 1500 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),Weiß nicht,keine Antwort,"Schüler, Student, in Ausbildung","Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",keine Antwort,"Freie, akademische und technische Berufe wie: Arzt, Lehrer, Ingenieur, Künstler",9120,21
IDDE102486,weiblich,Nein,Nein,Nein,über 2200 bis 2600 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Abgeschlossene gewerbliche oder landwirtschaftliche Lehre,"Schüler, Student, in Ausbildung",Verheiratet,Der griechisch-orthodoxen Kirche,"weitere Dienstleistungsberufe wie: Friseur, Servicekraft",71229,25
IDDE102487,weiblich,Ja,Ja,Ja,über 2600 bis 3000 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),"Master oder Aufbaustudium einer Universität, Kunst-, Musik- oder pädagogischen Hochschule",keine Antwort,30 Stunden in der Woche oder mehr,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",Der römisch-katholischen Kirche,"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",82467,29
IDDE102488,männlich,Ja,Ja,Ja,über 4250 bis 5250 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),"Diplom, Magister, Staatsexamen einer Universität, Kunst-, Musik- oder pädagogischen Hochschule",keine Antwort,30 Stunden in der Woche oder mehr,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",keine Antwort,"Freie, akademische und technische Berufe wie: Arzt, Lehrer, Ingenieur, Künstler",31134,45
IDDE102489,weiblich,Ja,Ja,Ja,über 2200 bis 2600 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Anderer beruflicher Ausbildungsabschluss,Weniger als 30 Stunden in der Woche,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",Der römisch-katholischen Kirche,"Freie, akademische und technische Berufe wie: Arzt, Lehrer, Ingenieur, Künstler",91281,30
IDDE102490,weiblich,Ja,Ja,Ja,über 3560 bis 4250 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Anderer beruflicher Ausbildungsabschluss,30 Stunden in der Woche oder mehr,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",Der evangelischen Kirche (ohne Freikirchen),"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",25712,27
IDDE102491,weiblich,Ja,Ja,Ja,über 2200 bis 2600 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,"Abschlusszeugnis für medizinische Assistenten, Krankenschwestern/ -pfleger (2- bis 3- jährige Schulen des Gesundheitswesens)",30 Stunden in der Woche oder mehr,Verheiratet,Unknown,Dienstleistungsberufe in der medizinischen und Alterspflege,91330,59
IDDE102492,weiblich,Ja,Ja,Ja,über 1100 bis 1500 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),Kein Studienabschluss,Kein Ausbildungsabschluss,"Schüler, Student, in Ausbildung","Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",Der römisch-katholischen Kirche,Studierende,94032,20
IDDE102493,männlich,Ja,Ja,Ja,über 1800 bis 2200 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Kein Studienabschluss,Abgeschlossene gewerbliche oder landwirtschaftliche Lehre,30 Stunden in der Woche oder mehr,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",Der römisch-katholischen Kirche,"Verkaufs- und Vertriebsberufe wie:Verkaufsleiter, Ladenbesitzer, Verkäufer, Versicherungsvertreter, Einkäufer",94107,20
IDDE102494,weiblich,Ja,Nein,Nein,über 2600 bis 3000 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),Kein Studienabschluss,Abgeschlossene kaufmännische Lehre,30 Stunden in der Woche oder mehr,"Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",Dem Islam,Dienstleistungsberufe in der medizinischen und Alterspflege,40822,23
IDDE102495,weiblich,Ja,Ja,Ja,über 1500 bis 1800 €,Abitur bzw. Erweiterte Oberschule mit Abschluss 12. Klasse (Hochschulreife),"Bachelor einer Universität, Kunst-, Musik- oder pädagogischen Hochschule",Kein Ausbildungsabschluss,"Schüler, Student, in Ausbildung","Ledig, nie verheiratet und niemals in einer eingetragenen Lebenspartnerschaft",keine Antwort,Studierende,50829,27
IDDE102496,weiblich,Ja,Ja,Ja,über 3560 bis 4250 €,Mittlere Reife/Realschulabschluss bzw. Polytechnische Oberschule mit Abschluss 10. Klasse,Diplom einer Verwaltungs-/Fachhochschule,Abgeschlossene kaufmännische Lehre,Selbstständig,Verheiratet,Der römisch-katholischen Kirche,"Büro und mittlere Verwaltungsebene wie: Sekretär, Sachbearbeiter, Büroleiter, öffentlich Angestellter, Buchhalter",79730,46
