,unique_id,F7a,F7bA1,F7cA1,F7d,F7e,F7f,einkommen,F7g,F7h,F7i,F7j,F7k,F7lA1,F7mA1,F7n,F7o,wave_first
1105,IDDE102346,1,4279,23,1,1,1,4,4,1,6,1,6,1,0,9,3,5
1106,IDDE102347,2,41472,21,1,1,1,9,6,1,8,1,6,4,0,10,1,5
1107,IDDE102348,2,4158,61,1,1,1,6,6,10,11,2,1,2,0,9,1,5
1108,IDDE102349,1,18057,37,1,1,1,8,6,5,5,1,1,4,2,9,3,5
1109,IDDE102350,1,50672,33,1,1,1,7,6,1,7,1,6,1,0,9,3,5
1110,IDDE102351,1,34399,75,1,1,1,8,4,1,10,5,1,2,0,2,2,5
1111,IDDE102352,1,22303,20,1,1,1,1,6,15,13,7,6,1,0,10,15,5
1112,IDDE102353,2,45259,51,1,1,1,7,6,7,11,2,1,4,2,1,3,5
1113,IDDE102354,2,46483,21,1,1,1,6,5,13,2,1,4,5,3,6,13,5
1114,IDDE102355,1,10115,25,2,2,2,5,5,6,5,1,1,3,1,6,15,5
1115,IDDE102356,1,10555,78,1,2,1,9,6,1,11,5,1,2,0,9,15,5
1116,IDDE102357,2,84577,39,1,1,1,9,5,1,8,1,1,3,1,9,3,5
1117,IDDE102358,1,7768,70,1,1,1,2,4,1,6,5,4,1,0,9,7,5
1118,IDDE102359,2,50937,66,1,1,1,8,6,1,7,1,1,2,0,9,4,5
1119,IDDE102360,2,9117,56,1,1,1,5,4,1,10,9,4,2,0,9,3,5
1120,IDDE102361,2,13129,48,1,1,1,6,6,1,7,1,1,4,2,9,3,5
1121,IDDE102362,1,38855,38,1,1,1,9,4,1,7,1,2,2,0,9,6,5
1122,IDDE102363,1,42655,23,1,2,2,5,6,1,7,1,2,2,0,6,2,5
1123,IDDE102364,1,96047,31,1,1,1,6,4,10,12,1,6,2,0,2,15,5
1124,IDDE102365,1,81673,25,1,1,1,3,5,1,11,7,8,2,0,9,12,5
1125,IDDE102366,2,31020,53,2,1,1,8,6,1,7,2,1,3,1,1,15,5
1126,IDDE102367,1,51503,40,1,1,1,1,3,14,13,5,6,1,0,9,15,5
1127,IDDE102368,2,82024,25,1,1,1,5,4,15,7,1,6,2,0,2,4,5
1128,IDDE102369,2,65195,49,2,1,2,1,5,1,1,8,6,1,0,1,14,5
1129,IDDE102370,2,45145,58,1,1,1,9,4,1,2,1,5,2,1,9,3,5
1131,IDDE102371,2,22767,40,1,1,1,4,6,1,7,1,6,1,0,9,3,5
1132,IDDE102372,2,30926,31,1,1,1,7,5,15,13,12,8,2,1,10,15,5
1133,IDDE102373,2,99817,54,1,1,1,4,7,6,4,2,4,1,0,9,6,5
1134,IDDE102374,2,14195,51,1,1,2,6,5,10,10,1,4,1,0,9,1,5
1135,IDDE102375,2,65187,35,1,2,2,5,5,1,7,6,1,2,0,6,3,5
1136,IDDE102376,2,32457,27,1,1,1,7,6,11,7,1,6,2,0,9,3,5
1137,IDDE102377,1,50997,36,1,1,2,5,4,6,4,1,1,3,1,2,7,5
1138,IDDE102378,1,59823,56,1,1,1,7,4,1,11,1,1,3,1,9,5,5
1139,IDDE102379,1,39104,28,1,1,1,1,6,7,1,2,6,1,0,2,13,5
1140,IDDE102380,1,41462,65,1,1,1,8,6,10,7,1,4,1,0,1,3,5
1141,IDDE102381,2,96135,23,1,1,1,10,4,6,7,1,6,4,0,1,3,5
1142,IDDE102382,1,80331,22,1,1,1,8,6,7,1,1,6,3,1,3,3,5
1143,IDDE102383,2,13599,56,1,1,1,4,6,6,4,1,4,1,0,9,5,5
1144,IDDE102384,2,14776,23,1,1,1,1,4,1,1,9,6,1,0,9,15,5
1145,IDDE102385,2,40227,54,1,1,1,3,4,1,7,8,4,2,1,6,4,5
1146,IDDE102386,2,33014,32,1,1,1,4,4,1,7,1,6,1,0,1,3,5
1147,IDDE102387,1,28327,72,1,1,1,4,3,15,11,5,1,2,0,3,3,5
1148,IDDE102388,1,39126,29,2,2,2,6,5,9,10,1,1,2,0,10,1,5
1149,IDDE102389,1,26725,56,1,1,2,10,6,3,4,1,1,3,1,9,1,5
1150,IDDE102390,1,16341,23,1,1,1,10,7,7,1,1,6,2,0,9,3,5
1151,IDDE102391,1,47638,64,1,1,1,3,4,1,7,5,6,1,0,1,14,5
1152,IDDE102392,1,30459,30,2,2,2,7,4,1,1,1,6,2,0,9,3,5
1153,IDDE102393,1,86657,40,1,1,1,10,5,3,9,1,1,3,1,1,3,5
1154,IDDE102394,1,40764,40,1,1,1,1,6,1,7,12,6,1,0,9,15,5
1155,IDDE102395,2,47589,42,1,1,1,7,5,9,10,2,1,4,2,1,5,5
1156,IDDE102396,1,59199,32,1,1,1,8,6,1,10,1,7,3,0,9,8,5
1157,IDDE102397,2,90459,66,1,1,1,2,4,3,11,5,6,1,0,2,15,5
1158,IDDE102398,1,63674,39,1,1,1,10,4,1,7,1,1,4,2,9,2,5
1159,IDDE102399,1,92660,38,1,1,1,4,4,1,6,1,6,1,0,1,3,5
1160,IDDE102400,2,33442,69,1,1,1,8,4,1,8,5,1,2,0,1,3,5
1161,IDDE102401,1,28359,51,1,1,1,9,4,1,6,1,1,3,1,1,3,5
1162,IDDE102402,2,45699,49,1,1,1,3,4,1,1,1,4,2,1,1,3,5
1163,IDDE102403,2,40468,47,2,2,2,10,5,3,11,3,1,4,2,9,3,5
1164,IDDE102404,1,72250,20,1,1,1,7,6,1,1,7,6,3,0,2,13,5
1165,IDDE102405,2,44309,37,1,1,1,7,6,12,1,2,6,4,2,1,1,5
1167,IDDE102406,2,26524,52,1,1,1,5,4,1,7,1,1,2,0,2,15,5
1168,IDDE102407,2,53343,60,1,1,1,10,6,12,1,9,1,3,0,9,1,5
1169,IDDE102408,2,79540,54,1,1,1,7,6,10,11,11,6,1,0,1,3,5
1170,IDDE102409,1,87439,39,1,1,1,9,6,1,5,1,1,4,2,1,3,5
1171,IDDE102410,1,30454,39,1,1,1,4,6,10,8,1,6,1,0,9,3,5
1172,IDDE102411,1,1109,68,1,1,1,8,5,10,10,5,1,2,0,9,3,5
1173,IDDE102412,2,74838,26,1,1,1,9,4,1,7,1,1,5,0,1,4,5
1174,IDDE102413,1,34233,45,1,1,1,8,4,1,11,1,4,2,0,9,3,5
1176,IDDE102414,1,67663,30,1,1,1,7,6,14,11,1,1,3,0,8,3,5
1177,IDDE102415,2,56379,26,1,2,2,8,6,10,7,6,6,4,0,6,6,5
1178,IDDE102416,2,1159,22,1,1,1,7,6,1,1,1,6,3,0,1,13,5
1179,IDDE102417,1,85604,73,1,1,1,10,6,1,7,5,1,1,0,2,2,5
1180,IDDE102418,2,45663,39,1,1,1,2,3,15,11,2,1,3,1,9,9,5
1181,IDDE102419,2,88480,35,1,1,1,9,6,10,11,1,1,2,0,1,5,5
1182,IDDE102420,2,98634,43,1,1,1,9,6,13,7,1,1,3,1,9,3,5
1183,IDDE102421,2,66115,52,1,1,1,1,4,15,2,5,6,1,0,1,15,5
1184,IDDE102422,1,8064,32,1,1,1,9,6,10,7,1,1,4,2,9,1,5
1185,IDDE102423,2,85053,66,1,2,1,6,5,1,1,5,1,2,0,9,2,5
1186,IDDE102424,2,7580,21,1,1,1,4,5,7,1,7,6,2,0,9,13,5
1188,IDDE102425,2,7745,43,1,1,1,9,6,10,11,2,1,4,1,2,1,5
1189,IDDE102426,2,99192,68,1,1,1,5,4,13,6,5,1,2,0,9,5,5
1190,IDDE102427,1,85072,42,1,1,1,1,6,9,11,9,6,1,0,1,14,5
1191,IDDE102428,1,19069,35,1,1,1,10,6,11,13,1,1,3,1,1,2,5
1192,IDDE102429,1,96361,65,1,1,1,8,4,9,10,5,1,2,0,1,2,5
1193,IDDE102430,2,14913,55,1,1,1,2,6,1,1,6,1,2,0,1,15,5
1194,IDDE102431,2,66424,22,1,2,2,4,6,1,4,7,6,2,0,1,13,5
1195,IDDE102432,1,85077,31,1,1,1,10,6,8,7,1,6,2,0,9,2,5
1196,IDDE102433,2,4319,54,1,1,1,8,6,6,10,1,1,4,2,9,3,5
1197,IDDE102434,2,40215,79,1,1,1,2,4,1,11,5,4,1,0,9,14,5
1198,IDDE102435,1,63450,31,1,1,1,7,4,6,10,1,8,2,0,9,1,5
1199,IDDE102436,1,35390,23,1,1,1,5,6,2,13,7,6,3,0,2,1,5
1200,IDDE102437,2,4129,56,1,1,1,8,4,13,4,1,1,2,0,9,3,5
1201,IDDE102438,1,4509,31,1,1,1,10,4,1,6,1,1,4,2,9,6,5
1202,IDDE102439,2,90419,39,1,1,2,1,4,1,6,9,6,1,0,9,7,5
1203,IDDE102440,2,54338,54,1,1,1,7,4,15,7,6,1,2,0,1,3,5
1204,IDDE102441,2,50678,32,1,1,1,6,6,10,13,1,2,2,0,9,4,5
1205,IDDE102442,1,95652,26,1,1,1,8,4,1,8,1,6,2,0,1,7,5
1206,IDDE102443,2,1099,25,1,1,1,4,4,1,6,1,6,1,0,9,6,5
1207,IDDE102444,2,34576,29,1,1,1,6,6,7,1,1,6,2,0,2,3,5
1208,IDDE102445,1,41334,52,2,2,2,7,7,1,10,1,1,2,0,9,7,5
1209,IDDE102446,2,22045,22,1,1,1,9,6,1,7,1,6,3,0,1,3,5
1210,IDDE102447,2,83024,25,1,1,1,4,5,1,2,1,6,1,0,1,15,5
1211,IDDE102448,1,97074,26,1,1,1,6,5,11,11,1,6,1,0,2,1,5
1212,IDDE102449,1,4347,37,1,1,1,3,4,1,6,1,6,1,0,9,7,5
1213,IDDE102450,1,8056,24,1,1,1,4,5,9,7,1,6,1,0,9,7,5
1214,IDDE102451,1,86529,33,1,1,1,8,3,1,6,1,1,2,0,9,8,5
1215,IDDE102452,2,95030,59,1,1,1,4,4,15,6,1,4,1,0,2,2,5
1216,IDDE102453,2,60322,32,1,1,1,4,4,1,7,2,6,3,1,9,6,5
1217,IDDE102454,2,88348,52,1,1,1,1,4,13,2,2,8,1,0,10,3,5
1218,IDDE102455,2,71336,37,1,1,1,5,4,1,6,1,6,3,1,2,3,5
1219,IDDE102456,2,53119,20,1,1,2,4,6,1,1,7,6,3,0,1,13,5
1220,IDDE102457,1,49393,43,1,1,1,7,3,14,6,2,1,4,2,1,7,5
1221,IDDE102458,2,29413,43,1,1,1,7,4,1,4,1,8,3,1,9,5,5
1222,IDDE102459,1,6132,49,1,1,1,5,4,1,7,1,6,1,0,9,3,5
1223,IDDE102460,1,75172,45,1,1,1,1,3,1,1,9,6,1,0,1,14,5
1224,IDDE102461,1,86556,38,1,1,1,7,3,1,6,1,1,4,2,1,4,5
1225,IDDE102462,2,38444,26,1,1,1,1,5,1,8,1,6,2,0,9,15,5
1226,IDDE102463,2,12305,55,1,1,1,5,6,1,7,1,1,6,4,6,3,5
1227,IDDE102464,2,31515,26,1,1,1,9,6,5,1,1,1,2,0,2,1,5
1228,IDDE102465,1,70597,52,1,1,1,9,6,10,11,1,1,2,0,2,1,5
1229,IDDE102466,1,6122,41,1,1,1,3,4,1,6,1,6,1,0,9,7,5
1230,IDDE102467,1,58239,68,1,1,1,1,4,1,7,5,4,1,0,2,3,5
1231,IDDE102468,2,50933,45,1,1,1,6,4,3,11,1,5,1,0,9,3,5
1232,IDDE102469,2,14552,43,1,1,1,6,4,15,13,3,1,3,1,9,15,5
1233,IDDE102470,1,96450,62,1,1,1,7,4,15,10,1,1,2,0,1,7,5
1234,IDDE102471,2,12679,39,1,1,1,7,6,7,10,1,6,1,0,10,3,5
1235,IDDE102472,1,51143,58,1,1,1,2,6,2,13,9,6,1,0,9,15,5
1236,IDDE102473,2,33181,18,1,1,1,4,2,15,13,12,6,3,1,1,15,5
1237,IDDE102474,2,31618,60,1,1,1,5,4,1,3,2,1,2,0,1,4,5
1238,IDDE102475,1,76437,29,1,1,1,5,5,7,10,1,6,1,0,1,3,5
1239,IDDE102476,1,90480,28,1,1,1,5,6,6,2,1,6,1,0,9,4,5
1240,IDDE102477,1,97789,50,1,1,1,5,4,1,2,5,1,3,1,9,15,5
1241,IDDE102478,1,32469,38,1,1,1,5,4,1,11,1,1,3,1,9,7,5
1242,IDDE102479,1,52249,29,1,1,1,8,4,1,10,1,6,2,0,1,7,5
1243,IDDE102480,1,99192,40,1,1,1,5,3,1,6,1,1,4,2,9,14,5
1244,IDDE102481,2,99834,61,1,1,1,6,4,1,7,5,1,2,0,9,15,5
1245,IDDE102482,2,59348,56,1,1,1,1,4,1,8,9,6,1,0,9,3,5
1246,IDDE102483,2,61191,27,1,1,1,4,6,1,11,7,6,2,0,9,13,5
1247,IDDE102484,1,44225,52,1,1,1,5,4,9,10,1,1,4,2,9,7,5
1248,IDDE102485,2,9120,21,1,1,1,2,6,14,13,7,6,1,0,9,1,5
1249,IDDE102486,2,71229,25,2,2,2,5,4,1,6,7,1,2,0,4,6,5
1250,IDDE102487,2,82467,29,1,1,1,6,6,11,13,1,6,1,0,1,3,5
1251,IDDE102488,1,31134,45,1,1,1,9,6,10,13,1,6,1,0,9,1,5
1252,IDDE102489,2,91281,30,1,1,1,5,4,1,11,2,6,2,0,1,1,5
1253,IDDE102490,2,25712,27,1,1,1,8,4,1,11,1,6,2,0,2,3,5
1254,IDDE102491,2,91330,59,1,1,1,5,4,1,4,1,1,2,1,10,5,5
1255,IDDE102492,2,94032,20,1,1,1,2,6,1,1,7,6,2,0,1,13,5
1256,IDDE102493,1,94107,20,1,1,1,4,4,1,6,1,6,4,0,1,4,5
1257,IDDE102494,2,40822,23,1,2,2,6,6,1,7,1,6,6,1,6,5,5
1258,IDDE102495,2,50829,27,1,1,1,3,6,7,1,7,6,2,0,9,13,5
1259,IDDE102496,2,79730,46,1,1,1,8,4,3,7,3,1,5,3,1,3,5
1260,IDDE102497,2,4317,49,1,1,1,1,4,1,6,2,4,2,1,10,5,5
1261,IDDE102498,2,12685,65,1,1,1,5,4,1,8,5,1,2,0,9,3,5
1262,IDDE102499,1,87527,27,1,1,1,5,6,11,13,1,8,2,0,1,1,5
1263,IDDE102500,2,64289,70,1,1,1,8,5,9,4,5,4,2,0,9,5,5
1264,IDDE102501,1,2977,39,1,1,1,6,3,1,1,1,1,3,1,9,5,5
1265,IDDE102502,2,50827,76,1,1,1,3,3,1,7,5,4,1,0,9,3,5
1266,IDDE102503,2,17348,33,1,1,1,8,6,7,1,8,1,2,0,9,1,5
1267,IDDE102504,2,66126,59,1,1,1,2,4,4,2,1,3,2,0,2,6,5
1268,IDDE102505,2,14055,65,1,1,1,5,4,8,7,1,4,1,0,9,2,5
1269,IDDE102506,1,83059,22,1,2,1,5,3,9,7,1,6,1,0,9,1,5
1270,IDDE102507,2,79111,35,1,1,1,8,6,10,1,10,6,3,1,9,1,5
1271,IDDE102508,2,35789,61,1,1,1,8,4,1,11,5,6,3,0,9,3,5
1272,IDDE102509,2,19376,52,1,1,1,8,6,1,6,1,1,3,1,9,3,5
1273,IDDE102510,1,45964,26,1,1,1,9,6,15,13,7,6,3,0,2,15,5
1274,IDDE102511,2,21149,31,1,1,1,4,4,15,7,1,6,5,3,2,3,5
1275,IDDE102512,1,90765,27,1,2,2,8,6,5,1,1,1,2,0,6,3,5
1276,IDDE102513,1,52382,40,1,1,1,9,4,1,7,1,1,5,3,9,4,5
1277,IDDE102514,2,45357,39,1,1,1,10,6,11,10,1,1,4,2,2,4,5
1278,IDDE102515,2,83703,52,1,1,2,9,4,3,5,1,1,4,1,2,3,5
1279,IDDE102516,2,33378,35,1,1,1,8,6,5,11,8,1,4,2,4,6,5
1280,IDDE102517,2,80333,34,1,1,1,6,5,1,10,1,6,1,0,9,3,5
1281,IDDE102518,1,34117,32,1,1,1,5,5,7,8,1,6,1,0,9,3,5
1282,IDDE102519,2,82008,38,1,1,1,7,4,1,7,2,1,3,1,9,4,5
1283,IDDE102520,1,35287,38,1,1,1,8,5,1,7,1,1,4,2,2,3,5
1284,IDDE102521,1,49456,57,1,1,1,3,4,1,8,5,1,2,0,9,7,5
1285,IDDE102522,2,22149,68,1,1,1,6,4,15,13,5,1,2,0,9,15,5
1286,IDDE102523,2,6369,62,1,1,1,8,6,9,10,1,1,2,0,9,3,5
1287,IDDE102524,2,25551,37,1,1,1,8,4,1,7,1,6,2,0,8,7,5
1288,IDDE102525,1,76467,55,1,1,1,10,6,10,13,1,1,4,2,9,3,5
1289,IDDE102526,2,3044,28,2,2,2,7,5,9,4,1,6,1,0,4,5,5
1290,IDDE102527,2,71364,65,1,1,1,9,6,10,13,2,1,2,0,2,2,5
1291,IDDE102528,2,90552,30,1,1,1,3,6,1,8,7,6,2,0,9,13,5
1292,IDDE102529,2,44793,61,1,1,1,5,4,1,6,9,4,2,0,1,7,5
1293,IDDE102530,2,22763,56,1,1,1,10,6,11,4,1,1,2,0,9,5,5
1294,IDDE102531,1,99092,50,1,1,1,1,5,3,9,1,4,1,0,9,5,5
1295,IDDE102532,1,30165,58,1,1,1,6,5,5,9,1,2,4,2,2,3,5
1296,IDDE102533,1,68519,26,2,2,2,7,6,1,1,6,6,7,2,6,3,5
1297,IDDE102534,1,81375,37,2,2,2,6,7,13,11,1,6,2,0,9,5,5
1298,IDDE102535,2,81739,54,1,1,1,6,5,1,7,1,4,1,0,9,3,5
1299,IDDE102536,2,21337,39,1,1,1,9,4,1,5,1,1,4,2,1,3,5
1300,IDDE102537,2,13403,70,1,1,1,1,3,1,1,5,4,1,0,9,4,5
1301,IDDE102538,2,61130,41,1,1,1,8,4,15,7,2,1,3,1,2,3,5
1302,IDDE102539,1,83246,33,1,1,1,7,6,5,10,1,1,3,1,1,3,5
1303,IDDE102540,2,23570,75,2,2,2,2,6,1,10,5,4,2,0,9,3,5
1304,IDDE102541,2,10318,22,1,1,1,7,6,10,13,12,6,3,0,9,13,5
1305,IDDE102542,2,38106,27,1,1,1,4,5,1,4,1,6,1,0,2,5,5
1306,IDDE102543,1,65388,54,1,1,1,1,4,1,7,5,4,1,0,2,4,5
1307,IDDE102544,2,75417,19,1,2,1,8,6,15,13,7,6,4,1,6,13,5
1308,IDDE102545,1,50996,50,1,1,1,8,6,8,11,1,6,1,0,2,3,5
1309,IDDE102546,1,65824,71,1,1,1,4,4,1,7,5,3,1,0,2,3,5
1310,IDDE102547,1,4509,72,1,1,2,4,5,8,7,5,4,1,0,1,15,5
1311,IDDE102548,2,90518,71,1,1,1,6,3,1,7,5,1,2,0,2,14,5
1312,IDDE102549,2,37586,39,1,1,1,2,6,5,9,1,3,1,0,2,6,5
1313,IDDE102550,2,64572,73,1,1,1,10,4,1,7,5,1,2,0,9,2,5
1314,IDDE102551,1,10369,41,1,1,1,3,4,9,7,2,1,3,1,2,5,5
1315,IDDE102552,2,4416,34,1,1,1,6,6,1,5,1,3,2,1,9,3,5
1316,IDDE102553,1,74564,68,1,1,1,2,6,15,10,5,1,2,0,3,15,5
1317,IDDE102554,1,79254,73,1,1,1,4,4,1,8,5,3,1,0,9,2,5
1318,IDDE102555,2,17419,46,1,1,1,8,6,10,10,1,1,4,2,2,3,5
1319,IDDE102556,2,45888,56,1,1,1,9,6,10,11,1,1,2,0,9,1,5
1320,IDDE102557,1,4808,70,1,1,1,1,6,10,11,5,1,1,0,9,14,5
1321,IDDE102558,1,84524,22,1,1,1,10,6,1,1,7,6,5,0,9,13,5
1322,IDDE102559,2,77871,29,1,2,2,6,4,1,7,10,6,2,0,9,3,5
1323,IDDE102560,2,76316,57,1,1,1,3,4,1,2,1,5,1,0,9,5,5
1324,IDDE102561,1,61231,73,1,1,1,5,4,1,7,5,1,2,0,9,3,5
1325,IDDE102562,1,9113,64,1,1,1,7,6,1,6,1,1,2,0,9,7,5
1326,IDDE102563,2,76698,39,1,1,1,8,6,2,11,6,6,5,2,9,1,5
1327,IDDE102564,2,99706,70,1,1,1,1,3,1,11,5,1,2,0,9,3,5
1328,IDDE102565,1,22869,71,1,1,1,9,6,10,11,5,1,2,0,9,2,5
1331,IDDE102566,2,45356,48,1,1,1,1,6,1,1,8,6,1,0,1,15,5
1332,IDDE102567,2,10437,47,1,1,1,3,6,10,11,10,6,2,0,2,2,5
1333,IDDE102568,1,50679,27,1,1,1,5,6,5,10,1,6,1,0,1,3,5
1334,IDDE102569,1,85521,43,2,2,2,6,5,9,11,1,1,3,1,9,3,5
1335,IDDE102570,2,3048,58,1,1,1,8,6,1,7,1,8,2,0,9,3,5
1336,IDDE102571,1,31311,60,1,1,1,5,3,1,2,1,1,2,0,2,3,5
1337,IDDE102572,1,58285,75,1,1,1,10,4,4,7,5,1,2,0,2,2,5
1338,IDDE102573,2,94110,67,1,1,1,2,3,1,1,5,3,1,0,1,15,5
1339,IDDE102574,1,23569,47,1,1,1,4,4,1,8,1,4,1,0,10,3,5
1340,IDDE102576,2,1683,54,1,1,1,9,6,1,7,9,6,1,0,10,15,5
1341,IDDE102577,2,58300,65,2,2,2,8,6,3,11,2,1,2,0,1,3,5
1342,IDDE102578,2,40235,46,1,1,1,8,6,1,7,1,1,2,0,9,3,5
1343,IDDE102579,2,89522,64,1,1,1,4,3,9,7,1,3,1,0,2,8,5
1344,IDDE102580,2,21493,37,1,1,1,9,6,10,1,1,1,6,2,1,1,5
1345,IDDE102581,1,85551,48,1,1,1,4,6,11,7,3,6,1,0,2,1,5
1346,IDDE102582,1,38855,46,1,1,2,8,3,1,2,1,1,2,0,9,5,5
1347,IDDE102583,1,36329,70,1,1,1,2,7,10,13,5,3,1,0,2,15,5
1348,IDDE102584,2,24159,58,1,1,1,4,4,1,7,8,4,2,1,9,15,5
1349,IDDE102585,1,9112,24,1,1,1,3,6,4,1,1,6,1,0,2,1,5
1350,IDDE102586,1,63075,56,1,1,1,8,6,10,11,1,1,3,1,9,8,5
1351,IDDE102587,2,59174,75,1,1,1,8,2,1,1,5,1,2,0,9,15,5
1352,IDDE102588,2,39418,62,1,1,1,7,4,1,6,9,4,2,0,2,4,5
1353,IDDE102589,1,49685,29,1,1,1,5,4,1,7,1,6,1,0,9,3,5
1354,IDDE102590,2,89407,31,1,1,1,9,4,15,9,1,1,3,1,9,15,5
1355,IDDE102591,1,58553,62,1,1,1,8,6,11,7,5,1,2,0,9,15,5
1356,IDDE102592,2,68163,72,1,1,1,4,3,4,8,5,3,1,0,9,3,5
1357,IDDE102593,1,69168,42,1,1,1,3,6,6,9,1,6,1,0,9,9,5
1358,IDDE102594,2,56727,28,1,2,1,10,6,10,11,1,1,3,1,1,2,5
1359,IDDE102595,1,41748,61,1,1,1,4,3,1,6,1,1,3,1,2,5,5
1360,IDDE102596,1,63864,28,1,1,1,8,6,11,1,1,6,2,0,2,3,5
1361,IDDE102597,1,51067,59,1,1,1,1,4,1,7,5,6,1,0,2,15,5
1362,IDDE102598,1,55576,28,1,2,2,6,3,15,11,1,6,2,0,1,15,5
1363,IDDE102599,1,41516,58,1,1,1,9,5,5,10,9,1,2,0,9,3,5
1364,IDDE102600,1,53489,48,1,1,1,8,6,10,13,1,1,3,1,9,3,5
1365,IDDE102601,2,67472,44,1,1,1,9,6,1,7,1,6,3,0,1,3,5
1366,IDDE102602,2,70182,21,1,1,1,7,6,1,1,1,6,3,0,9,15,5
1367,IDDE102603,2,7937,44,1,1,1,4,4,10,2,1,6,2,1,3,5,5
1368,IDDE102604,1,21244,31,1,2,1,10,7,13,11,1,1,4,1,1,15,5
1369,IDDE102605,1,66292,52,1,1,1,5,3,1,6,1,4,4,2,1,3,5
1370,IDDE102606,2,41169,34,1,1,1,8,6,2,2,1,6,1,0,9,2,5
1371,IDDE102607,2,24937,28,1,1,1,1,3,15,1,2,6,1,0,2,9,5
1372,IDDE102608,2,50733,40,1,1,1,5,5,7,11,3,6,1,0,8,1,5
1373,IDDE102609,1,7743,63,1,1,1,9,4,1,10,5,1,2,0,9,14,5
1374,IDDE102610,1,94081,18,1,2,2,9,5,5,1,7,5,5,1,6,13,5
1375,IDDE102611,2,14641,57,1,1,1,2,4,1,11,3,4,1,0,9,4,5
1376,IDDE102612,2,33689,38,2,2,2,8,4,1,11,6,1,6,4,6,5,5
1377,IDDE102613,2,41836,52,1,1,1,4,4,1,4,1,4,2,1,1,5,5
1378,IDDE102614,1,12526,39,2,2,2,9,3,1,2,1,1,3,1,5,3,5
1379,IDDE102615,2,17268,32,1,1,1,6,4,1,11,1,1,4,2,8,14,5
1380,IDDE102616,2,32545,38,1,1,2,4,7,13,11,1,6,1,0,10,14,5
1381,IDDE102617,1,49134,33,1,2,1,8,6,13,10,1,4,2,0,2,2,5
1382,IDDE102618,2,63486,20,1,2,2,8,4,10,2,1,6,6,2,6,7,5
1383,IDDE102619,1,31547,38,1,1,1,9,5,13,5,10,6,3,1,2,3,5
1384,IDDE102620,2,10367,27,1,1,1,3,6,7,2,1,6,1,0,9,1,5
1385,IDDE102621,2,14197,77,1,1,1,4,5,1,10,5,3,1,0,9,3,5
1386,IDDE102622,1,32423,28,1,1,1,5,3,1,1,7,8,2,0,9,6,5
1387,IDDE102623,2,76131,25,1,1,1,1,6,7,1,7,6,3,0,9,13,5
1388,IDDE102624,1,1259,78,1,1,1,7,6,10,6,5,1,2,0,8,2,5
1389,IDDE102625,1,45883,58,1,1,1,8,6,10,11,1,1,3,0,9,2,5
1390,IDDE102626,1,81375,22,2,2,2,1,6,7,13,2,1,1,0,3,15,5
1391,IDDE102627,1,4279,49,1,1,1,7,4,1,6,1,6,4,2,9,3,5
1392,IDDE102628,1,52134,73,1,1,1,7,6,10,11,5,1,2,0,9,1,5
1393,IDDE102629,1,56479,35,1,1,1,10,6,8,7,1,1,3,1,2,2,5
1394,IDDE102630,2,41516,69,1,1,1,9,6,10,11,5,1,2,0,1,2,5
1395,IDDE102631,1,9126,29,1,1,1,5,6,11,1,1,2,2,0,9,5,5
1396,IDDE102632,1,4207,70,1,1,1,2,4,1,10,5,4,1,0,9,7,5
1397,IDDE102633,2,2953,68,1,1,1,5,6,10,13,5,1,2,0,9,1,5
1398,IDDE102634,2,44651,35,1,1,1,3,5,1,13,1,2,2,0,2,4,5
1399,IDDE102635,2,31600,72,1,1,1,2,6,11,13,5,1,2,0,9,7,5
1400,IDDE102636,1,21129,55,1,1,1,2,3,1,7,8,3,1,0,9,15,5
1401,IDDE102637,2,61191,35,1,2,1,10,6,11,11,1,1,4,2,2,2,5
1402,IDDE102638,1,93047,79,1,1,1,7,6,10,13,5,1,2,0,9,1,5
1404,IDDE102639,1,40699,62,1,1,1,5,3,1,6,5,1,2,0,9,2,5
1405,IDDE102640,1,12526,58,1,1,1,7,6,10,10,1,1,2,0,9,15,5
1406,IDDE102641,1,72555,64,1,1,1,9,6,3,11,1,1,2,0,2,3,5
1407,IDDE102642,2,86316,23,2,2,2,2,4,14,7,6,6,3,1,5,4,5
1408,IDDE102643,1,44139,66,1,1,1,1,6,6,10,5,3,1,0,1,7,5
1409,IDDE102644,2,66663,73,1,2,2,4,3,1,6,2,3,1,0,9,4,5
1410,IDDE102645,2,12053,33,1,1,1,7,6,7,11,4,6,2,0,9,10,5
1411,IDDE102646,1,30179,71,1,1,1,9,6,3,11,5,1,2,0,9,2,5
1412,IDDE102647,1,48159,26,1,1,1,8,3,8,4,10,4,2,0,1,5,5
1413,IDDE102648,2,31224,48,1,1,1,1,3,15,1,8,5,1,0,1,15,5
1414,IDDE102649,2,16145,48,2,2,2,1,7,3,13,8,1,5,3,9,1,5
1415,IDDE102650,1,40231,68,1,1,1,3,7,1,12,5,6,1,0,9,14,5
1416,IDDE102651,2,86899,33,1,1,1,5,6,1,11,2,1,2,0,9,3,5
1417,IDDE102652,1,80993,33,1,1,1,7,7,5,13,1,1,4,2,1,3,5
1418,IDDE102653,2,14471,39,1,1,1,3,5,1,4,1,6,2,1,10,5,5
1419,IDDE102654,1,40625,60,1,1,1,7,6,1,8,1,1,4,2,2,2,5
1420,IDDE102655,2,64646,24,1,2,1,4,5,1,3,7,6,1,0,9,12,5
